Unit / Cluster,Standard,Standard Text,Geo?,Map / Title,Type,Creator,Year,Repository,Rights / License,Commercial Use OK?,Link,Link Type,Academic Citation,Alt Text,Verified?,Schedule F (SSP),Fit / Note,Guardrail Check
Expansion and Division of the Nation (1820s-1860s),8.53,"Identify the major events and impact of James K. Polk’s presidency, including the annexation of Texas and the settlement of the Oregon boundary.",Yes,The Oregon boundary settlement of 1846 (54°40′ dispute),map,Various mid-19th-c. cartographers,c. 1846,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=oregon+territory+1846+boundary,search,"Map of the Oregon Territory, c. 1846. David Rumsey Map Collection (CC BY).",Map of the Oregon Country showing the disputed area and the 49th-parallel boundary settled under Polk.,NO,SSP.06; SSP.01,Polk-era Oregon boundary (49th parallel) and Texas annexation geography.,OK — attribute (CC BY)
Expansion and Division of the Nation (1820s-1860s),8.54,"Describe the causes and consequences of the Mexican War, including the controversy over the Rio Grande boundary and the Mexican Cession.",Yes,The Mexican Cession and the Rio Grande boundary (1848),map,U.S. Geological Survey / historical reference,1848,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"The Mexican Cession, 1848. Perry-Castañeda Library Map Collection, University of Texas at Austin.",Map shading the Mexican Cession lands and the contested Rio Grande border of the Mexican War.,NO,SSP.06; SSP.01,Mexican War outcomes: Rio Grande boundary and the vast Mexican Cession (Treaty of Guadalupe Hidalgo).,OK
Expansion and Division of the Nation (1820s-1860s),8.55,"Analyze the discovery of gold in California, its social and economic impact on the U.S., and the major migratory movement (including the forty-niners and Asian immigrants).",Yes,Map of the gold region of California (1849),map,Various Gold Rush-era cartographers,1849,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=california+gold+region+1849,search,"Map of the Gold Region of California, 1849. David Rumsey Map Collection (CC BY).",1849 map of the California goldfields along the Sierra Nevada foothills and Sacramento River.,NO,SSP.06; SSP.01,California Gold Rush geography; forty-niner and Asian immigrant migration destination.,OK — attribute (CC BY)
Expansion and Division of the Nation (1820s-1860s),8.56,Explain the reasons for and the impact of the Compromise of 1850 (including Henry Clay’s role as “The Great Compromiser”) and the Fugitive Slave Act (including Harriet Beecher Stowe’s influence with Uncle Tom’s Cabin).,Yes,Free and slave states and territories under the Compromise of 1850,map,U.S. Geological Survey / historical reference,1850,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"United States, 1850 (Compromise of 1850). Perry-Castañeda Library Map Collection, University of Texas at Austin.","Map showing free states, slave states, and territories after the Compromise of 1850, with California free.",NO,SSP.06; SSP.01,Compromise of 1850 balance of free/slave areas; sets up the Fugitive Slave Act and sectional crisis.,OK
Expansion and Division of the Nation (1820s-1860s),8.57,Describe the significance of the Gadsden Purchase of 1853.,Yes,The Gadsden Purchase of 1853,map,U.S. Geological Survey / historical reference,1853,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"The Gadsden Purchase, 1853. Perry-Castañeda Library Map Collection, University of Texas at Austin.",Map highlighting the Gadsden Purchase strip along the southern Arizona and New Mexico border.,NO,SSP.06; SSP.01,Final continental acquisition; southern railroad route rationale.,OK
Expansion and Division of the Nation (1820s-1860s),8.58,"Explain the motivations behind the passage of the Kansas-Nebraska Act of 1854, and analyze the effects of act, including:
• Rise of the Republican Party
• “Bleeding Kansas”
• Preston Brooks’ attack on Charles Sumner
• John Brown’s raid at Harper’s Ferry",Yes,Kansas and Nebraska territories under the Kansas-Nebraska Act (1854),map,U.S. Geological Survey / historical reference,1854,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"United States, 1854 (Kansas-Nebraska Act). Perry-Castañeda Library Map Collection, University of Texas at Austin.",Map showing the Kansas and Nebraska territories opened to popular sovereignty above the Missouri Compromise line.,NO,SSP.06; SSP.02,Kansas-Nebraska Act repealed the 36°30′ line; 'Bleeding Kansas' geography.,OK
The Civil War (1860-1865),8.61,"Describe the election of 1860 and its candidates (i.e., John Bell, Stephen Douglas, Abraham Lincoln, and John Breckinridge), and analyze how the campaigns reflected sectional turmoil in the country.",Yes,Electoral map of the presidential election of 1860,map,Historical reference (electoral results),1860,David Rumsey Map Collection,CC BY — David Rumsey Map Collection,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=presidential+election+1860+map,search,Map of the presidential election of 1860. David Rumsey Map Collection (CC BY).,"Four-way 1860 election map showing Lincoln, Douglas, Breckinridge, and Bell support by region.",NO,SSP.06; SSP.02,Sectional split of the 1860 four-candidate race that preceded secession.,OK — attribute (CC BY)
The Civil War (1860-1865),8.62,"Describe the outbreak of the Civil War and the resulting sectional differences, including:
• Economic, geographic, and technological advances
• Military strategies
• Roles of President Abraham Lincoln and Jefferson Davis
• Significance of Fort Sumter
• Geographical divisions within states",Yes,"Map of secession: Union, Confederate, and border states (1861)",map,U.S. government / historical reference,1861,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"The United States in 1861 (secession). Perry-Castañeda Library Map Collection, University of Texas at Austin.","Map distinguishing Union free states, Confederate states, and slaveholding border states in 1861.",NO,SSP.06; SSP.02,"Outbreak of the Civil War; border states and geographic divisions within states (e.g., West Virginia, East Tennessee).",OK
The Civil War (1860-1865),8.62,"Describe the outbreak of the Civil War and the resulting sectional differences, including:
• Economic, geographic, and technological advances
• Military strategies
• Roles of President Abraham Lincoln and Jefferson Davis
• Significance of Fort Sumter
• Geographical divisions within states",Yes,Plan of Fort Sumter and Charleston Harbor,map,U.S. War Department / period engineers,1861,Library of Congress Geography & Map Division,Public domain — published 1861,Yes,https://www.loc.gov/maps/?q=fort+sumter+charleston+harbor+1861,search,"Map of Charleston Harbor and Fort Sumter, 1861. Library of Congress Geography & Map Division.",1861 map of Charleston Harbor showing Fort Sumter and surrounding Confederate batteries.,NO,SSP.06; SSP.01,"Fort Sumter, the opening engagement of the war.",OK
The Civil War (1860-1865),8.63,"Explain the significance of the following battles, events, and leaders during the Civil War, including:
• First Battle of Bull Run
• Battle of Shiloh
• Battle of Antietam
• Battle of Gettysburg
• Battle of Vicksburg
• Sherman’s March to the Sea
• Surrender at Appomattox Court House
• David Farragut
• Nathan Bedford Forrest
• Ulysses S. Grant
• Thomas “Stonewall” Jackson
• Robert E. Lee",Yes,"Theater map of the Civil War, 1861-1865 (Eastern and Western theaters)",map,U.S. War Department / historical reference,c. 1865,Library of Congress Geography & Map Division,Public domain — U.S. government work,Yes,https://www.loc.gov/maps/?q=civil+war+theater+battles+1861+1865,search,"Map of the seat of war, Civil War theaters, c. 1865. Library of Congress Geography & Map Division.",Overview map of Civil War theaters marking major battles from Bull Run to Appomattox.,NO,SSP.06; SSP.01,"Overview theater map; LoC holds the definitive Civil War battle map collection for Shiloh, Antietam, Gettysburg, Vicksburg.",OK
The Civil War (1860-1865),8.63,"Explain the significance of the following battles, events, and leaders during the Civil War, including:
• First Battle of Bull Run
• Battle of Shiloh
• Battle of Antietam
• Battle of Gettysburg
• Battle of Vicksburg
• Sherman’s March to the Sea
• Surrender at Appomattox Court House
• David Farragut
• Nathan Bedford Forrest
• Ulysses S. Grant
• Thomas “Stonewall” Jackson
• Robert E. Lee",Yes,Battle of Gettysburg / Vicksburg campaign maps,map,U.S. War Department / Robert Knox Sneden and others,1863,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=gettysburg+vicksburg+battle+1863,search,"Battle maps of Gettysburg and Vicksburg, 1863. Library of Congress Geography & Map Division.",Detailed battle maps of the 1863 Gettysburg and Vicksburg campaigns showing troop positions and terrain.,NO,SSP.06; SSP.01,Named-battle detail maps; LoC has full-res contemporary and Official Records battle maps.,OK
The Civil War (1860-1865),8.65,"Describe African American involvement in the Union army, including the Massachusetts 54th Regiment at Fort Wagner and the 13th U.S. Colored Troops in the Battle of Nashville. (T.C.A. § 49-6-1006)",Yes,Map of the Battle of Nashville (December 1864),map,U.S. War Department / period engineers,1864,Library of Congress Geography & Map Division,Public domain — published before 1929,Yes,https://www.loc.gov/maps/?q=battle+of+nashville+1864+map,search,"Map of the Battle of Nashville, 1864. Library of Congress Geography & Map Division.","1864 battle map of Nashville showing Union lines, including U.S. Colored Troops positions, and Confederate defenses.",NO,SSP.06; SSP.01,Battle of Nashville (13th USCT); pair with Fort Wagner/Charleston for the Massachusetts 54th.,OK
Reconstruction (1865-1877),8.69,"Analyze President Abraham Lincoln’s Ten Percent Plan, President Andrew Johnson’s Plan, and the Radical Republican Plan for Reconstruction.",Yes,The military districts of Reconstruction (1867),map,U.S. government / historical reference,1867,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"Reconstruction Military Districts, 1867. Perry-Castañeda Library Map Collection, University of Texas at Austin.","Map dividing the former Confederacy into the five military districts of Radical Reconstruction, with Tennessee readmitted separately.",NO,SSP.06; SSP.01,Reconstruction plans; the five military districts (Tennessee already readmitted under the Radical plan).,OK
Reconstruction (1865-1877),8.74,Explain the roles carpetbaggers and scalawags played during Reconstruction.,Yes,Map of the Reconstruction-era South (readmission of states),map,U.S. government / historical reference,c. 1870,Perry-Castañeda Library Map Collection (UT Austin),Public domain — U.S. government work,Yes,https://legacy.lib.utexas.edu/maps/histus.html,canonical,"The South during Reconstruction, c. 1870. Perry-Castañeda Library Map Collection, University of Texas at Austin.",Map of the Southern states during Reconstruction showing dates of readmission to the Union.,NO,SSP.06; SSP.01,Regional base map for carpetbaggers and scalawags in the Reconstruction South; lighter geo relevance.,OK
