Unit / Cluster,Standard,Standard Text,Geo?,Map / Title,Type,Creator,Year,Repository,Rights / License,Commercial Use OK?,Link,Link Type,Academic Citation,Alt Text,Verified?,Schedule F (SSP),Fit / Note,Guardrail Check
World War I through the Depression (1910s-1930s),W.40,"Describe the collapse of international economies in 1929 that led to the Great Depression, including the significance of: Overproduction; Unemployment; Inflation; Restrictive trade policies; Post-war economic relationships between the U.S. and Europe",Yes,World Commerce and Trade Routes on the Eve of the Depression,map,commercial cartographer,c. 1928,David Rumsey Map Collection,CC BY — David Rumsey,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=world%20commerce%20trade%20routes%20map%201920s,search,"World Commerce and Trade Routes on the Eve of the Depression. commercial cartographer, c. 1928. David Rumsey Map Collection (CC BY).",World map of shipping routes and trade linkages among industrial economies.,NO,SSP.06; SSP.01,Interlocked global trade whose 1929 collapse spread the Great Depression worldwide.,OK — attribute (CC BY)
Rise of Totalitarianism and World War II (1930s-1945),W.41,"Explain how economic instability, nationalism, and political disillusionment in Germany and Japan led to the rise of totalitarian regimes.",Yes,"Axis Expansion in Europe and Asia, 1930s",map,U.S. Army Center of Military History,1939,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Axis Expansion in Europe and Asia, 1930s. U.S. Army Center of Military History campaign atlas, 1939.","Map of Europe and East Asia showing early Axis expansion by Germany, Italy, and Japan.",NO,SSP.06; SSP.01,"Sets the stage for how instability fed the rise of totalitarian, expansionist regimes.",OK
Rise of Totalitarianism and World War II (1930s-1945),W.42,"Compare and contrast the rise to power, goals, and characteristics of Adolf Hitler, Benito Mussolini, and Joseph Stalin's totalitarian regimes.",Yes,"Totalitarian Europe, 1930s (Germany, Italy, USSR)",map,William R. Shepherd,1911,David Rumsey Map Collection,CC BY — David Rumsey,Yes,https://www.davidrumsey.com/luna/servlet/allSearch?q=Europe%201930s%20political%20map%20Shepherd%20historical%20atlas,search,"Totalitarian Europe, 1930s (Germany, Italy, USSR). William R. Shepherd, Historical Atlas, 1911. David Rumsey Map Collection (CC BY).","Political map of interwar Europe locating Nazi Germany, Fascist Italy, and the Soviet Union.",NO,SSP.06; SSP.01,"Geographic frame for comparing Hitler's, Mussolini's, and Stalin's totalitarian states.",OK — attribute (CC BY)
Rise of Totalitarianism and World War II (1930s-1945),W.43,Analyze the role of geographic features and natural resources in increasing tensions prior to and during World War II.,Yes,Strategic Resources and Geography of the European Theater,map,U.S. Army Center of Military History,1942,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Strategic Resources and Geography of the European Theater. U.S. Army Center of Military History campaign atlas, 1942.","Map of Europe highlighting oil, industry, and strategic terrain contested in WWII.",NO,SSP.06; SSP.01,"How geography and resources (oil, industry, terrain) drove pre-war and wartime tensions.",OK
Rise of Totalitarianism and World War II (1930s-1945),W.44,"Compare the Italian, German, and Japanese efforts to expand their empires in the 1930s, including: the invasion of Ethiopia, German militarism, and atrocities in China.",Yes,"Japanese Aggression in China, 1937–1941",map,U.S. Army Center of Military History,1941,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Japanese Aggression in China, 1937–1941. U.S. Army Center of Military History campaign atlas, 1941.",Map of China showing the Japanese invasion and occupied zones from 1937.,NO,SSP.06; SSP.01,Japanese expansion and atrocities in China as part of 1930s Axis aggression.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.44,"Compare the Italian, German, and Japanese efforts to expand their empires in the 1930s, including: the invasion of Ethiopia, German militarism, and atrocities in China.",Yes,"The Italian Invasion of Ethiopia, 1935–1936",map,U.S. Army Center of Military History,1936,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"The Italian Invasion of Ethiopia, 1935–1936. U.S. Army Center of Military History campaign atlas, 1936.",Map of the Horn of Africa showing the Italian invasion routes into Ethiopia.,NO,SSP.06; SSP.01,Mussolini's conquest of Ethiopia — Axis empire-building the League failed to stop.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.45,"Explain the role of military alliances, appeasement, isolationism, and the domestic distractions in Europe and the U.S. prior to the outbreak of World War II.",Yes,"German Expansion in Europe, 1936–1939",map,U.S. Army Center of Military History,1939,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"German Expansion in Europe, 1936–1939. U.S. Army Center of Military History campaign atlas, 1939.","Map of central Europe showing the Rhineland, Austria, Sudetenland, and Poland absorbed by Germany.",NO,SSP.06; SSP.01,Appeasement mapped — step-by-step German expansion up to the invasion of Poland.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.46,"Describe how geography and technology (e.g., airplanes, advanced medicine, propaganda, radar) influenced wartime strategies, including: blitzkrieg, ""island hopping,"" kamikaze, and strategic bombing.",Yes,"Blitzkrieg: German Offensives in Western Europe, 1939–1940",map,U.S. Army Center of Military History,1940,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Blitzkrieg: German Offensives in Western Europe, 1939–1940. U.S. Army Center of Military History campaign atlas, 1940.","Map of the rapid German armored offensives through Poland, the Low Countries, and France.",NO,SSP.06; SSP.01,Geography plus technology — the blitzkrieg strategy that overran Europe.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.46,"Describe how geography and technology (e.g., airplanes, advanced medicine, propaganda, radar) influenced wartime strategies, including: blitzkrieg, ""island hopping,"" kamikaze, and strategic bombing.",Yes,"Pacific 'Island-Hopping' Campaign, 1942–1945",map,U.S. Army Center of Military History,1945,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Pacific 'Island-Hopping' Campaign, 1942–1945. U.S. Army Center of Military History campaign atlas, 1945.",Map of the Pacific showing the U.S. island-hopping advance toward Japan.,NO,SSP.06; SSP.01,Distance and geography shaping the island-hopping and strategic-bombing strategy in the Pacific.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.47,"Describe the geography and outcomes of major battles and turning points of World War II in both the European and Pacific theaters, including: Battle of Britain; Battle of Midway; Battle of Stalingrad; Battle of Normandy; Battle of the Bulge",Yes,"Allied Campaigns in the European Theater (Stalingrad, Normandy, the Bulge)",map,U.S. Army Center of Military History,1945,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Allied Campaigns in the European Theater (Stalingrad, Normandy, the Bulge). U.S. Army Center of Military History campaign atlas, 1945.","Map of Europe marking Stalingrad, the Normandy landings, and the Battle of the Bulge.",NO,SSP.06; SSP.01,Army campaign atlas map of the turning-point battles that broke Nazi Germany.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.47,"Describe the geography and outcomes of major battles and turning points of World War II in both the European and Pacific theaters, including: Battle of Britain; Battle of Midway; Battle of Stalingrad; Battle of Normandy; Battle of the Bulge",Yes,The Pacific Theater: Midway and the Road to Japan,map,U.S. Army Center of Military History,1945,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"The Pacific Theater: Midway and the Road to Japan. U.S. Army Center of Military History campaign atlas, 1945.",Map of the Pacific showing the Battle of Midway and the Allied advance toward Japan.,NO,SSP.06; SSP.01,Midway as the Pacific turning point on the Army/Navy theater map.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.49,"Describe the persecution of Jews and other targeted groups in Europe leading up to World War II, and explain why many people were unable to leave and their efforts to resist persecution.",Yes,"Nazi Germany and Occupied Europe, 1938–1942",map,U.S. Army Center of Military History,1942,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Nazi Germany and Occupied Europe, 1938–1942. U.S. Army Center of Military History campaign atlas, 1942.",Map of German-controlled Europe showing the expansion of Nazi power and occupied lands.,NO,SSP.06; SSP.01,The geography of Nazi control that trapped Jews and other targeted groups before and during the war.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.50,"Explain the state-sponsored mass murder of the Jews in Nazi-controlled lands, and describe the varied experiences of Holocaust survivors and victims.",Yes,"Axis Europe at its Greatest Extent, 1942 (Nazi-Controlled Lands)",map,U.S. Army Center of Military History,1942,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Axis Europe at its Greatest Extent, 1942 (Nazi-Controlled Lands). U.S. Army Center of Military History campaign atlas, 1942.","Map of Europe at the height of Axis control in 1942, the zone of the Holocaust.",NO,SSP.06; SSP.01,Maps the Nazi-controlled territory across which the state-sponsored murder of Jews was carried out.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.51,"Explain the decisions made in the Atlantic Charter and at the Tehran, Yalta, and Potsdam Conferences.",Yes,Allied Wartime Conferences and Postwar Europe (Tehran–Yalta–Potsdam),map,U.S. Army Center of Military History,1945,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"Allied Wartime Conferences and Postwar Europe (Tehran–Yalta–Potsdam). U.S. Army Center of Military History campaign atlas, 1945.","Map of Europe illustrating the postwar arrangements agreed at Tehran, Yalta, and Potsdam.",NO,SSP.06; SSP.01,How the Big Three conferences mapped onto postwar zones and boundaries.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.52,"Describe the development of atomic bombs, and evaluate both the decisions to use them and the impact of their use.",Yes,"The Pacific Endgame: Hiroshima and Nagasaki, 1945",map,U.S. Army Center of Military History,1945,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"The Pacific Endgame: Hiroshima and Nagasaki, 1945. U.S. Army Center of Military History campaign atlas, 1945.",Map of Japan and the western Pacific locating Hiroshima and Nagasaki.,NO,SSP.06; SSP.01,Situates the atomic-bomb targets and the final Pacific campaign.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.53,"Describe the cultural, economic, geographic, and political effects of World War II, including: Casualties of the war (military and civilian); Changes to geopolitical boundaries; Creation of the United Nations; Destruction of cultural heritage; Division of Germany; Impact of the Nuremberg trials; Refugees and displaced populations",Yes,"The Division of Germany into Occupation Zones, 1945",map,U.S. Army Center of Military History,1945,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"The Division of Germany into Occupation Zones, 1945. U.S. Army Center of Military History campaign atlas, 1945.","Map of postwar Germany divided into American, British, French, and Soviet occupation zones.",NO,SSP.06; SSP.01,"The four-zone division of Germany, a defining geographic result of WWII.",OK
Rise of Totalitarianism and World War II (1930s-1945),W.53,"Describe the cultural, economic, geographic, and political effects of World War II, including: Casualties of the war (military and civilian); Changes to geopolitical boundaries; Creation of the United Nations; Destruction of cultural heritage; Division of Germany; Impact of the Nuremberg trials; Refugees and displaced populations",Yes,Territorial Changes in Europe after World War II,map,U.S. Department of State,1947,"U.S. Department of State (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Europe%20territorial%20changes%201945%20postwar%20boundaries%20map,search,"Territorial Changes in Europe after World War II. U.S. Department of State, 1947. Library of Congress, Geography & Map Division.",Map of Europe showing boundary changes and westward shift of Poland after WWII.,NO,SSP.06; SSP.01,"Redrawn borders, displaced populations, and the new postwar order.",OK
Rise of Totalitarianism and World War II (1930s-1945),W.54,"Summarize the nature of reconstruction in Europe after 1945, including both the economic and political purposes of the Marshall Plan.",Yes,Marshall Plan Aid and a Divided Europe,map,U.S. Central Intelligence Agency,1950,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Marshall%20Plan%20Europe%20aid%20recipients%20map%20divided,search,"Marshall Plan Aid and a Divided Europe. U.S. Central Intelligence Agency, 1950. Library of Congress, Geography & Map Division.",Map of Europe distinguishing Marshall Plan recipient nations from the Soviet bloc.,NO,SSP.06; SSP.01,The economic geography of European recovery and the emerging East-West split.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.55,"Explain the origins and significance of the establishment of the State of Israel, and describe the reactions by surrounding Arab countries to the United Nations' decision to establish Israel.",Yes,"The United Nations Partition Plan for Palestine, 1947",map,U.S. Central Intelligence Agency,1947,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Palestine%20UN%20partition%20plan%201947%20Israel%20map,search,"The United Nations Partition Plan for Palestine, 1947. U.S. Central Intelligence Agency, 1947. Library of Congress, Geography & Map Division.",Map of Mandate Palestine divided into proposed Jewish and Arab states under the 1947 UN plan.,NO,SSP.06; SSP.01,The partition geography behind the founding of Israel and Arab-state reactions.,OK
Rise of Totalitarianism and World War II (1930s-1945),W.56,"Describe the economic and military power shift at the end of World War II, such as Soviet control over Eastern Europe and the economic recoveries of Germany and Japan.",Yes,Soviet-Controlled Eastern Europe and the Iron Curtain,map,U.S. Central Intelligence Agency,1950,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Iron%20Curtain%20Eastern%20Europe%20Soviet%20bloc%20map,search,"Soviet-Controlled Eastern Europe and the Iron Curtain. U.S. Central Intelligence Agency, 1950. Library of Congress, Geography & Map Division.",Map of Europe marking the Iron Curtain and the Soviet-dominated states of Eastern Europe.,NO,SSP.06; SSP.01,The postwar power shift — Soviet control of Eastern Europe behind the Iron Curtain.,OK
Cold War (1945-1991),W.57,"Analyze the rise of communism and Mao Zedong in China, as well as the related political, social, and economic impacts on China.",Yes,"The Chinese Civil War and the Rise of the People's Republic, 1945–1949",map,U.S. Army Center of Military History,1949,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"The Chinese Civil War and the Rise of the People's Republic, 1945–1949. U.S. Army Center of Military History campaign atlas, 1949.",Map of China showing Communist and Nationalist areas during the civil war.,NO,SSP.06; SSP.01,Mao's Communist victory and the founding of the People's Republic of China.,OK
Cold War (1945-1991),W.58,"Describe the characteristics of the Cold War, and explain reasons for the rising tensions between the Soviet Union and former Allied powers.",Yes,"The Cold War World: Two Blocs, c. 1959",map,U.S. Central Intelligence Agency,1959,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Cold%20War%20world%20map%20blocs%20communist%20NATO%20aligned,search,"The Cold War World: Two Blocs, c. 1959. U.S. Central Intelligence Agency, 1959. Library of Congress, Geography & Map Division.","World map coloring communist, Western-aligned, and non-aligned nations during the Cold War.",NO,SSP.06; SSP.01,The bipolar geography of Cold War tension between the USSR and former Allied powers.,OK
Cold War (1945-1991),W.59,"Summarize the functions of the Warsaw Pact and NATO, including their roles in organizing post-war Europe.",Yes,NATO and the Warsaw Pact in Europe,map,U.S. Central Intelligence Agency,1980,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=NATO%20Warsaw%20Pact%20Europe%20alliance%20map,search,"NATO and the Warsaw Pact in Europe. U.S. Central Intelligence Agency, 1980. Library of Congress, Geography & Map Division.",Map of Europe dividing NATO and Warsaw Pact member states.,NO,SSP.06; SSP.01,The two military alliances that organized and divided post-war Europe.,OK
Cold War (1945-1991),W.60,Describe methods of Soviet control in Eastern Europe and the role of Berlin as a focal point in escalating Cold War tensions.,Yes,Divided Berlin: The Four Occupation Sectors,map,U.S. Central Intelligence Agency,1961,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=divided%20Berlin%20sectors%20wall%20map,search,"Divided Berlin: The Four Occupation Sectors. U.S. Central Intelligence Agency, 1961. Library of Congress, Geography & Map Division.","Map of Berlin split into American, British, French, and Soviet sectors with the Berlin Wall.",NO,SSP.06; SSP.01,Berlin as the flashpoint of Cold War tension inside Soviet-controlled East Germany.,OK
Cold War (1945-1991),W.60,Describe methods of Soviet control in Eastern Europe and the role of Berlin as a focal point in escalating Cold War tensions.,Yes,Divided Germany: East and West,map,U.S. Central Intelligence Agency,1961,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=divided%20Germany%20East%20West%20map%20Cold%20War,search,"Divided Germany: East and West. U.S. Central Intelligence Agency, 1961. Library of Congress, Geography & Map Division.",Map of Germany split into the Federal Republic (West) and the German Democratic Republic (East).,NO,SSP.06; SSP.01,Methods of Soviet control mapped onto a divided Germany.,OK
Cold War (1945-1991),W.61,"Explain the role of the nuclear arms race, mutual assured destruction, and arms control agreements within the context of rising tensions between the Soviet Union and U.S.",Yes,"Soviet Missile Ranges from Cuba, 1962",map,U.S. Central Intelligence Agency,1962,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Cuban%20missile%20crisis%20range%20map%201962,search,"Soviet Missile Ranges from Cuba, 1962. U.S. Central Intelligence Agency, 1962. Library of Congress, Geography & Map Division.",Map of the Western Hemisphere showing the range of Soviet missiles based in Cuba.,NO,SSP.06; SSP.01,The Cuban Missile Crisis range map — nuclear arms race and mutual assured destruction made geographic.,OK
Cold War (1945-1991),W.62,"Describe examples of national uprisings against the Soviet Union (e.g., Hungary and Czechoslovakia), and explain why they were unsuccessful.",Yes,Uprisings in the Soviet Bloc: Hungary 1956 and Czechoslovakia 1968,map,U.S. Central Intelligence Agency,1968,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Hungary%201956%20Czechoslovakia%201968%20Warsaw%20Pact%20intervention%20map,search,"Uprisings in the Soviet Bloc: Hungary 1956 and Czechoslovakia 1968. U.S. Central Intelligence Agency, 1968. Library of Congress, Geography & Map Division.",Map of Eastern Europe marking the 1956 Hungarian and 1968 Czechoslovak uprisings.,NO,SSP.06; SSP.01,Where Warsaw Pact forces crushed national uprisings against Soviet control.,OK
Cold War (1945-1991),W.63,"Describe the competition in Asia between the Soviet Union and U.S., including the wars in Korea and Vietnam as examples of proxy wars.",Yes,"The Korean War, 1950–1953",map,U.S. Army Center of Military History,1953,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"The Korean War, 1950–1953. U.S. Army Center of Military History campaign atlas, 1953.",Map of the Korean peninsula showing the shifting front lines and the 38th parallel.,NO,SSP.06; SSP.01,Army campaign map of Korea as a Cold War proxy conflict.,OK
Cold War (1945-1991),W.63,"Describe the competition in Asia between the Soviet Union and U.S., including the wars in Korea and Vietnam as examples of proxy wars.",Yes,"The Vietnam War, 1964–1975",map,U.S. Army Center of Military History,1968,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"The Vietnam War, 1964–1975. U.S. Army Center of Military History campaign atlas, 1968.",Map of Vietnam and Indochina showing the division at the 17th parallel and major operations.,NO,SSP.06; SSP.01,Army campaign map of Vietnam as a second Asian Cold War proxy war.,OK
Cold War (1945-1991),W.64,"Explain reasons for the rapid decline of communist systems in the late 1980s, including: Economic inefficiency; Unsustainable military spending; Mikhail Gorbachev's reforms; Mass protests in Eastern Europe and China; 1991 Soviet coup d'état",Yes,The Revolutions of 1989 in Eastern Europe,map,U.S. Central Intelligence Agency,1990,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Eastern%20Europe%201989%20revolutions%20collapse%20communism%20map,search,"The Revolutions of 1989 in Eastern Europe. U.S. Central Intelligence Agency, 1990. Library of Congress, Geography & Map Division.",Map of Eastern Europe marking the 1989 collapse of communist governments.,NO,SSP.06; SSP.01,The 1989 wave of mass protests that toppled Eastern European communist regimes.,OK
Cold War (1945-1991),W.65,"Analyze the political, economic, social, and geographic consequences of the collapse of communist governments in the Soviet Union and Eastern Europe.",Yes,"The Breakup of the Soviet Union: Fifteen Successor States, 1991",map,U.S. Central Intelligence Agency,1992,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=former%20Soviet%20Union%20successor%20states%201991%20map,search,"The Breakup of the Soviet Union: Fifteen Successor States, 1991. U.S. Central Intelligence Agency, 1992. Library of Congress, Geography & Map Division.",Map of the former USSR divided into its fifteen independent successor republics.,NO,SSP.06; SSP.01,The geographic and political consequences of the Soviet collapse.,OK
Creation of New States and Decolonization (1940s-1980s),W.66,Explain the push and pull factors of migration.,Yes,World Patterns of Migration (Push and Pull Factors),map,U.S. Central Intelligence Agency,1990s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=world%20migration%20flows%20map%20push%20pull,search,"World Patterns of Migration (Push and Pull Factors). U.S. Central Intelligence Agency, 1990s. Library of Congress, Geography & Map Division.",World map showing major international migration flows.,NO,SSP.06; SSP.01,"Global migration streams illustrating push (conflict, poverty) and pull (opportunity) factors.",OK
Creation of New States and Decolonization (1940s-1980s),W.67,Explain the reasons for and the effects of the partition of the Indian subcontinent into India and Pakistan in 1947.,Yes,"The Partition of India and Pakistan, 1947",map,U.S. Central Intelligence Agency,1947,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=partition%20of%20India%20Pakistan%201947%20map,search,"The Partition of India and Pakistan, 1947. U.S. Central Intelligence Agency, 1947. Library of Congress, Geography & Map Division.",Map of the Indian subcontinent partitioned into India and Pakistan (East and West) in 1947.,NO,SSP.06; SSP.01,"The 1947 partition and the mass, violent migration it triggered across new borders.",OK
Creation of New States and Decolonization (1940s-1980s),W.68,"Explain the factors that led to the creation of a lasting democratic government in India as well as the roles of political leaders (e.g., Mohandas Gandhi, Jawaharlal Nehru, Indira Gandhi).",Yes,The Republic of India: States and Union Territories,map,U.S. Central Intelligence Agency,1990s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=India%20political%20states%20map,search,"The Republic of India: States and Union Territories. U.S. Central Intelligence Agency, 1990s. Library of Congress, Geography & Map Division.",Political map of independent India showing its states and territories.,NO,SSP.06; SSP.01,The territorial frame of the world's largest democracy after independence.,OK
Creation of New States and Decolonization (1940s-1980s),W.69,"Describe the development, goals, and outcomes of nationalist movements in Africa, including the ideas and roles of nationalist leaders (e.g., Jomo Kenyatta, Patrice Lumumba, and Gamal Abdel Nasser).",Yes,The Decolonization of Africa (Independence Dates),map,U.S. Central Intelligence Agency,1980s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Africa%20decolonization%20independence%20dates%20map,search,"The Decolonization of Africa (Independence Dates). U.S. Central Intelligence Agency, 1980s. Library of Congress, Geography & Map Division.",Map of Africa labeled with the year each nation gained independence.,NO,SSP.06; SSP.01,The wave of African independence and the leaders who drove nationalist movements.,OK
Creation of New States and Decolonization (1940s-1980s),W.70,"Explain the fight against and dismantling of the apartheid system in South Africa, including the roles of Nelson Mandela and the African National Congress.",Yes,Apartheid South Africa: The Homelands (Bantustans),map,U.S. Central Intelligence Agency,1986,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=South%20Africa%20apartheid%20homelands%20bantustans%20map,search,"Apartheid South Africa: The Homelands (Bantustans). U.S. Central Intelligence Agency, 1986. Library of Congress, Geography & Map Division.",Map of South Africa showing the scattered black 'homelands' created under apartheid.,NO,SSP.06; SSP.01,The spatial engineering of apartheid that Mandela and the ANC fought to dismantle.,OK
Creation of New States and Decolonization (1940s-1980s),W.71,"Analyze the political, economic, ethnic, and military challenges faced by newly-created countries in post-imperial Africa (e.g., civil war, genocide, corruption).",Yes,Political Map of Post-Colonial Africa,map,U.S. Central Intelligence Agency,1990s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Africa%20political%20map%20independent%20states,search,"Political Map of Post-Colonial Africa. U.S. Central Intelligence Agency, 1990s. Library of Congress, Geography & Map Division.",Political map of Africa showing independent nations and their borders.,NO,SSP.06; SSP.01,Post-imperial Africa whose inherited colonial borders fed civil war and conflict.,OK
Creation of New States and Decolonization (1940s-1980s),W.72,"Explain how ideological conflicts between capitalism and communism led to armed insurgencies, revolutions, and military dictatorships in Latin American nations, including: Argentina, Colombia, Cuba, and Nicaragua.",Yes,Cold War Latin America: Insurgencies and Revolutions,map,U.S. Central Intelligence Agency,1980s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Latin%20America%20Central%20America%20Cold%20War%20conflict%20map,search,"Cold War Latin America: Insurgencies and Revolutions. U.S. Central Intelligence Agency, 1980s. Library of Congress, Geography & Map Division.","Map of Latin America marking Cuba, Nicaragua, Colombia, and Argentina amid Cold War conflict.",NO,SSP.06; SSP.01,Where capitalist-communist rivalry produced revolutions and military dictatorships.,OK
Creation of New States and Decolonization (1940s-1980s),W.73,"Describe how competing national, ethnic, and religious interests led to conflict and the establishment of new countries in the Balkans.",Yes,The Breakup of Yugoslavia into New Balkan States,map,U.S. Central Intelligence Agency,1995,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=former%20Yugoslavia%20breakup%20successor%20states%20map,search,"The Breakup of Yugoslavia into New Balkan States. U.S. Central Intelligence Agency, 1995. Library of Congress, Geography & Map Division.","Map of the former Yugoslavia dividing into Croatia, Bosnia, Serbia, and other new states.",NO,SSP.06; SSP.01,How ethnic and religious interests fractured Yugoslavia into new Balkan countries.,OK
Creation of New States and Decolonization (1940s-1980s),W.74,"Compare and contrast the causes and effects of modern genocide, including in: Cambodia, Rwanda, and the former Yugoslavia.",Yes,"Sites of Modern Genocide: Cambodia, Rwanda, and Bosnia",map,U.S. Central Intelligence Agency,1990s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Cambodia%20Rwanda%20Bosnia%20genocide%20map,search,"Sites of Modern Genocide: Cambodia, Rwanda, and Bosnia. U.S. Central Intelligence Agency, 1990s. Library of Congress, Geography & Map Division.","Reference maps locating Cambodia, Rwanda, and the former Yugoslavia.",NO,SSP.06; SSP.01,Geographic settings for comparing the causes and effects of late-20th-century genocides.,OK
Creation of New States and Decolonization (1940s-1980s),W.75,Explain the causes and effects of German reunification on both West and East Germany.,Yes,"German Reunification, 1990",map,U.S. Central Intelligence Agency,1990,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=German%20reunification%20East%20West%20Germany%201990%20map,search,"German Reunification, 1990. U.S. Central Intelligence Agency, 1990. Library of Congress, Geography & Map Division.",Map of Germany showing the 1990 merger of East and West into a single reunified nation.,NO,SSP.06; SSP.01,The reunification that erased the Cold War division of Germany.,OK
Creation of New States and Decolonization (1940s-1980s),W.76,"Analyze the response of Arab countries to the creation of the State of Israel and the peace processes in the Middle East, including the Camp David and Oslo Accords.",Yes,"Israel, the Occupied Territories, and the Middle East",map,U.S. Central Intelligence Agency,1990s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Israel%20occupied%20territories%20West%20Bank%20Gaza%20map,search,"Israel, the Occupied Territories, and the Middle East. U.S. Central Intelligence Agency, 1990s. Library of Congress, Geography & Map Division.","Map of Israel with the West Bank, Gaza, and neighboring Arab states.",NO,SSP.06; SSP.01,The disputed geography behind Arab-Israeli conflict and the Camp David and Oslo peace processes.,OK
Understanding the Contemporary World (1980s- present),W.77,"Analyze the demographic changes of countries in post-World War II regions, using population pyramids and census data.",Yes,World Population Distribution,map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=world%20population%20density%20distribution%20map,search,"World Population Distribution. U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",World map showing population density and distribution by region.,NO,SSP.06; SSP.01,Base map for reading post-WWII demographic change alongside population pyramids and census data.,OK
