row_id,standard,title,repository,status,message,resolved_url,local_path,sha256,timestamp
30,W.13,Stowage of the British slave ship Brookes,Library of Congress,BROKEN_LINK,"No LOC results matched title tokens ['british', 'brookes', 'ship', 'slave', 'stowage'] for queries tried: ['Stowage of the British slave ship Brookes', 'Brookes slave ship stowage diagram'].",,,,2026-08-02T20:32:08.357740Z
25,W.10,View of an industrial city (Manchester / Leeds),Library of Congress,DOWNLOADED,"Downloaded + validated (111928 bytes, gif, 310x456).",https://tile.loc.gov/storage-services/master/gdc/gdcebookspublic/20/25/47/41/32/2025474132/2025474132.gif#h=456&w=310,/home/user/workspace/primary_source_pipeline/assets/W.10/W.10_view_of_an_industrial_city_manchester_leeds.gif,ab7f00b9936434c4cbe2f4360a7220f06851b89ac058a9c9274514df6f9ca39b,2026-08-02T20:32:08.714280Z
36,W.16,The Communist Manifesto,HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",,,,2026-08-02T20:32:08.715600Z
37,W.16,An Inquiry into the Nature and Causes of the Wealth of Nations,HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",,,,2026-08-02T20:32:08.716856Z
34,W.15,Child labor photographs (National Child Labor Committee),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 4 items tie on title overlap for 'Child labor photographs (National Child Labor Committee)' (query='Child labor photographs (National Child Labor Committee)'). URLs: ['https://www.loc.gov/collections/national-child-labor-committee/about-this-collection/', 'https://www.loc.gov/item/sv92052699/', '//lccn.loc.gov/2004679968', 'https://www.loc.gov/item/2018674790/']",,,,2026-08-02T20:32:10.520894Z
35,W.15,Coal mine / factory working conditions,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 11 items tie on title overlap for 'Coal mine / factory working conditions' (query='Coal mine / factory working conditions'). URLs: ['https://www.loc.gov/item/14014128/', 'https://www.loc.gov/item/14014129/', 'https://www.loc.gov/item/2019670820/', 'https://www.loc.gov/item/19026191/', 'https://www.loc.gov/item/72601064/', 'https://www.loc.gov/item/2026587721/', 'https://www.loc.gov/item/l22000270/', 'https://www.loc.gov/item/86607950/', 'https://www.loc.gov/item/87600230/', 'https://www.loc.gov/item/82600227/', 'https://www.loc.gov/item/80039876/']",,,,2026-08-02T20:32:13.183407Z
33,W.14,Bessemer steel converter / electric telegraph,Library of Congress,DOWNLOADED,"Downloaded + validated (262663 bytes, jpg, 2036x3149).",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:bessemersteelore00fitc:bessemersteelore00fitc_0007/full/pct:100.0/0/default.jpg#h=3149&w=2036,/home/user/workspace/primary_source_pipeline/assets/W.14/W.14_bessemer_steel_converter_electric_telegraph.jpg,cf28b1418f5e82e104c22c31734a26fe7ca4ca525e5c8da76334b855853272c4,2026-08-02T20:32:18.170358Z
40,W.18,"""J'Accuse…!"" (open letter, L'Aurore front page)",HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",,,,2026-08-02T20:32:18.184545Z
42,W.19,The Rhodes Colossus,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 3 items tie on title overlap for 'The Rhodes Colossus' (query='The Rhodes Colossus'). URLs: ['https://www.loc.gov/item/2004669342/', 'https://www.loc.gov/item/23026518/', 'https://www.loc.gov/item/2020046626/']",,,,2026-08-02T20:32:20.662570Z
43,W.19,The White Man's Burden,HathiTrust Digital Library,ACCESS_BLOCKED,"HathiTrust catalog and full-text search endpoints are behind an interactive Cloudflare bot-challenge (verified via direct HTTP probe returning a JS challenge page), which blocks deterministic automated resolution and full-volume download without a browser session/credentials.",,,,2026-08-02T20:32:20.664261Z
38,W.17,Otto von Bismarck (photograph/portrait),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 6 items tie on title overlap for 'Otto von Bismarck (photograph/portrait)' (query='Otto von Bismarck (photograph/portrait)'). URLs: ['https://www.loc.gov/item/2018697064/', 'https://www.loc.gov/item/2016817363/', 'https://www.loc.gov/item/00650536/', 'https://www.loc.gov/item/2017656330/', 'https://www.loc.gov/item/2005684134/', 'https://www.loc.gov/item/99005468/']",,,,2026-08-02T20:32:22.002945Z
45,W.20,African trade and resources (illustrated),The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,,,,2026-08-02T20:32:22.004851Z
44,W.20,Map of Africa (late 19th century),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 4 items tie on title overlap for 'Map of Africa (late 19th century)' (query='Map of Africa (late 19th century)'). URLs: ['https://www.loc.gov/item/2021692506/', 'https://www.loc.gov/item/2021690070/', 'https://www.loc.gov/item/2021689131/', 'https://www.loc.gov/item/2021690493/']",,,,2026-08-02T20:32:22.961476Z
47,W.21,The Berlin Conference of 1884-85,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,,,,2026-08-02T20:32:22.963171Z
39,W.17,Giuseppe Garibaldi / Italian unification,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 2 items tie on title overlap for 'Giuseppe Garibaldi / Italian unification' (query='Giuseppe Garibaldi / Italian unification'). URLs: ['https://www.congress.gov/bill/112th-congress/house-bill/742', 'https://www.congress.gov/bill/112th-congress/senate-bill/369']",,,,2026-08-02T20:32:22.986950Z
49,W.22,"Anglo-Zulu War (Isandlwana / Rorke's Drift), 1879",The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,,,,2026-08-02T20:32:22.988511Z
50,W.23,"Opening of the Suez Canal, 1869",The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,,,,2026-08-02T20:32:22.989992Z
46,W.21,Map of the partition of Africa (colonial claims),Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 5 items tie on title overlap for 'Map of the partition of Africa (colonial claims)' (query='Map of the partition of Africa (colonial claims)'). URLs: ['https://www.loc.gov/item/a22000946/', 'https://www.loc.gov/item/98001165/', 'https://www.loc.gov/item/16023056/', 'https://www.loc.gov/item/02029499/', 'https://www.loc.gov/item/02029503/']",,,,2026-08-02T20:32:23.858797Z
52,W.24,Destruction of opium / First Opium War,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,,,,2026-08-02T20:32:23.860541Z
41,W.18,Dreyfus Affair — degradation of Alfred Dreyfus,Library of Congress,BROKEN_LINK,"No LOC results matched title tokens ['affair', 'alfred', 'degradation', 'dreyfus'] for queries tried: ['Dreyfus Affair — degradation of Alfred Dreyfus', 'Dreyfus affair degradation'].",,,,2026-08-02T20:32:24.096075Z
54,W.25,"Colonial exposition / ""human zoo"" imagery",The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,,,,2026-08-02T20:32:24.097800Z
51,W.23,The Indian Rebellion (Sepoy Mutiny) of 1857,Library of Congress,ACCESS_BLOCKED,"Ambiguous LOC match: 3 items tie on title overlap for 'The Indian Rebellion (Sepoy Mutiny) of 1857' (query='The Indian Rebellion (Sepoy Mutiny) of 1857'). URLs: ['https://www.loc.gov/item/43020283/', 'https://www.loc.gov/item/04018014/', 'https://www.loc.gov/item/37007218/']",,,,2026-08-02T20:32:25.998818Z
53,W.24,"Boxer Rebellion, 1900",Library of Congress,DOWNLOADED,"Downloaded + validated (794310 bytes, jpg, 2565x4303).",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:boxerrebellionpo00clem:boxerrebellionpo00clem_0011/full/pct:100.0/0/default.jpg#h=4303&w=2565,/home/user/workspace/primary_source_pipeline/assets/W.24/W.24_boxer_rebellion_1900.jpg,faa2893d838ba5c8783b916a7a3aea83a08222abe557b934a9b517382a6a144f,2026-08-02T20:32:27.865360Z
56,W.26,"Perry's ""Black Ships"" in Japan",The Metropolitan Museum of Art,BROKEN_LINK,"No Met object matched required title tokens ['black', 'japan', 'perry', 'ships'] AND creator tokens ['artists', 'japanese'] for query 'Black Ships Perry Japan woodblock' within first 8 probed candidates (out of 8 total search hits).",,,,2026-08-02T20:32:28.932172Z
57,W.26,First Sino-Japanese War / Meiji modernization prints,The Metropolitan Museum of Art,BROKEN_LINK,"No Met object matched required title tokens ['first', 'japanese', 'meiji', 'modernization', 'prints', 'sino', 'war'] AND creator tokens ['artists', 'japanese'] for query 'Sino-Japanese War woodblock Meiji' within first 17 probed candidates (out of 17 total search hits).",,,,2026-08-02T20:32:32.105452Z
59,W.27,Guano / silver / rubber extraction in Latin America,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,,,,2026-08-02T20:32:32.107186Z
48,W.22,"The Battle of Adwa, 1896 (contemporary illustrated press engraving)",Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Battle of Adwa Adowa 1896 Ethiopia Italy': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:32:32.708190Z
58,W.27,Map of South America (19th century),Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of South America (19th century)': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:32:33.556029Z
60,W.28,Construction of the Panama Canal,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Construction of the Panama Canal': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:32:36.814610Z
61,W.28,"U.S. ""Big Stick"" intervention in Latin America",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'U.S. ""Big Stick"" intervention in Latin America': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:32:37.426596Z
55,W.25,Railways and infrastructure in colonial India/Africa,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'colonial railway India Africa': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:17.973002Z
63,W.29,European alliances / armed-camp political cartoon,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'European alliances / armed-camp political cartoon': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:22.698475Z
65,W.30,World War I mobilization / alliance cartoon,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'World War I mobilization / alliance cartoon': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:22.702194Z
64,W.30,"Assassination of Archduke Franz Ferdinand, Sarajevo, 1914",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Assassination of Archduke Franz Ferdinand, Sarajevo, 1914': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:22.705670Z
62,W.29,"Map of the Balkans, ""powder keg of Europe"" (c.1912)",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Map of the Balkans, ""powder keg of Europe"" (c.1912)': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:22.707041Z
66,W.31,World War I trench warfare photographs,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=World+War+I+trench+warfare did not contain expected title terms ['trench', 'warfare', 'photographs', 'world'].",,,,2026-08-02T20:33:22.791054Z
69,W.32,Battle of the Somme / Verdun photographs,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Battle+of+the+Somme+Verdun+1916 did not contain expected title terms ['battle', 'verdun', 'photographs', 'somme'].",,,,2026-08-02T20:33:22.814916Z
71,W.33,Treaty of Brest-Litovsk (1918),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (14423 bytes, html).",https://avalon.law.yale.edu/subject_menus/blmenu.asp,/home/user/workspace/primary_source_pipeline/assets/W.33/W.33_treaty_of_brest_litovsk_1918.html,22810ce8cd4a01a6933f9c8eb3a53586770959dc2492fae0d2a493b4a3ecf15c,2026-08-02T20:33:23.104879Z
72,W.34,"Women munitions workers, World War I",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=World+War+I+women+munitions+workers did not contain expected title terms ['workers', 'women', 'munitions', 'world'].",,,,2026-08-02T20:33:23.196819Z
67,W.31,"New weapons of WWI: tanks, gas masks, machine guns",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'New weapons of WWI: tanks, gas masks, machine guns': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:27.415256Z
68,W.32,"Map of the Western Front (Marne, Verdun, Somme)",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Map of the Western Front (Marne, Verdun, Somme)': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:27.423032Z
70,W.33,"World War I recruitment poster (""I Want YOU"")",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'World War I recruitment poster (""I Want YOU"")': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:27.511073Z
75,W.35,1918 influenza pandemic photographs,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=1918+influenza+pandemic did not contain expected title terms ['pandemic', 'photographs', 'influenza', '1918'].",,,,2026-08-02T20:33:27.522495Z
76,W.36,Treaty of Versailles (1919),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (5727 bytes, html).",https://avalon.law.yale.edu/subject_menus/versailles_menu.asp,/home/user/workspace/primary_source_pipeline/assets/W.36/W.36_treaty_of_versailles_1919.html,0766f49f5f6aba06b736aa1467dd3f3a2c1e572661a97be1ee25318887b28728,2026-08-02T20:33:27.638141Z
78,W.36,President Wilson's Fourteen Points (1918),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (12306 bytes, html).",https://avalon.law.yale.edu/20th_century/wilson14.asp,/home/user/workspace/primary_source_pipeline/assets/W.36/W.36_president_wilson_s_fourteen_points_1918.html,eddc109f137587ce60eb008c438574e70f6604ff36fdc5e19f54af7058309507,2026-08-02T20:33:27.780520Z
73,W.34,World War I food conservation / rationing poster,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'World War I food conservation / rationing poster': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:27.908194Z
80,W.37,Covenant of the League of Nations (1919),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (32604 bytes, html).",https://avalon.law.yale.edu/20th_century/leagcov.asp,/home/user/workspace/primary_source_pipeline/assets/W.37/W.37_covenant_of_the_league_of_nations_1919.html,a7e097978f200aac24727d4b987b61b4e0d0f7af9ce8ef3e75bae9065ef9424c,2026-08-02T20:33:28.042655Z
74,W.35,Armenian Genocide / Near East Relief photographs,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Armenian Genocide / Near East Relief photographs': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:32.132177Z
77,W.36,"The ""Big Four"" at the Paris Peace Conference",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'The ""Big Four"" at the Paris Peace Conference': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:32.242920Z
79,W.37,Map of Europe after World War I,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of Europe after World War I': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:32.541912Z
81,W.38,Russian Revolution of 1917 photographs,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Russian Revolution of 1917 photographs': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:32.790940Z
82,W.38,Bolshevik / Russian Civil War propaganda poster,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Bolshevik / Russian Civil War propaganda poster': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:36.847712Z
83,W.39,Jazz Age / Harlem Renaissance photographs,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Jazz Age / Harlem Renaissance photographs': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:36.961240Z
84,W.39,1920s American consumer-culture photographs (National Photo Company Collection),Library of Congress,ACCESS_BLOCKED,LOC search request failed for query '1920s American consumer-culture photographs (National Photo Company Collection)': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:37.258905Z
85,W.40,"Crowds outside the New York Stock Exchange, 1929",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Crowds outside the New York Stock Exchange, 1929': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:37.518138Z
86,W.40,Great Depression breadlines / unemployment,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Great Depression breadlines / unemployment': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:41.558598Z
90,W.42,"Foreign Relations of the United States — diplomatic records on Nazi Germany, Fascist Italy, and the Soviet Union (1930s)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:41.573712Z
88,W.41,"Foreign Relations of the United States, 1933 — documents on Germany and the Nazi seizure of power","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:41.576619Z
89,W.42,"U.S. Office of War Information anti-Axis propaganda poster (Hitler, Mussolini, Tojo)",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Office+of+War+Information+poster+Hitler+Mussolini+Tojo did not contain expected title terms ['axis', 'information', 'propaganda', 'anti', 'office', 'mussolini', 'hitler', 'tojo', 'poster'].",,,,2026-08-02T20:33:41.669589Z
92,W.43,"U.S. government map of Japanese expansion and resource areas in the Pacific, 1941-1942",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=map+Japanese+expansion+Pacific+resources+1942 did not contain expected title terms ['1941', 'expansion', 'pacific', 'resource', 'areas', 'government', 'japanese', '1942'].",,,,2026-08-02T20:33:41.672191Z
94,W.44,"Foreign Relations of the United States, Japan: 1931-1941 (Japanese aggression in China)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:41.673740Z
91,W.43,"Map of Axis expansion / ""living space"" in Europe",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Axis+expansion+map+Europe+World+War+II did not contain expected title terms ['living', 'expansion', 'europe', 'space', 'axis'].",,,,2026-08-02T20:33:41.731657Z
96,W.45,The U.S. Neutrality Acts of 1935-1939 (statute text),U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,,,,2026-08-02T20:33:41.733189Z
95,W.45,Munich Agreement (1938),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (8900 bytes, html).",https://avalon.law.yale.edu/imt/munich1.asp,/home/user/workspace/primary_source_pipeline/assets/W.45/W.45_munich_agreement_1938.html,0b97e93d2e49e612db0fc9482aeef79fbe046ed54069d92f4957b855a3215dec,2026-08-02T20:33:41.813402Z
97,W.46,World War II aircraft and strategic bombing,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=World+War+II+strategic+bombing+aircraft did not contain expected title terms ['strategic', 'bombing', 'world', 'aircraft'].",,,,2026-08-02T20:33:41.830307Z
98,W.46,Pacific island-hopping campaign map,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Pacific+island+hopping+campaign+map+World+War+II did not contain expected title terms ['island', 'campaign', 'pacific', 'hopping'].",,,,2026-08-02T20:33:41.887371Z
100,W.47,Battle maps of the European and Pacific theaters,U.S. Army Center of Military History,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Army Center of Military History'.,,,,2026-08-02T20:33:41.888961Z
99,W.47,"D-Day landings at Normandy, 6 June 1944",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=D-Day+Normandy+landing+1944 did not contain expected title terms ['normandy', '1944', 'june', 'landings'].",,,,2026-08-02T20:33:41.937000Z
101,W.48,"The ""Big Three"" at the Yalta Conference, 1945",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Yalta+Conference+Big+Three+1945+Churchill+Roosevelt+Stalin did not contain expected title terms ['1945', 'yalta', 'three', 'conference'].",,,,2026-08-02T20:33:42.013740Z
103,W.49,"Foreign Relations of the United States, 1938 — the Evian Conference and Jewish refugees","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:42.015365Z
102,W.48,U.S. Army Signal Corps photographs of Allied wartime leaders,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Signal+Corps+Roosevelt+Churchill+Truman+Stalin+conference did not contain expected title terms ['leaders', 'army', 'photographs', 'corps', 'allied', 'wartime', 'signal'].",,,,2026-08-02T20:33:42.041549Z
104,W.49,The Nuremberg Laws (1935),U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Nuremberg+Laws+1935+racial+chart did not contain expected title terms ['nuremberg', 'laws', '1935'].",,,,2026-08-02T20:33:42.101421Z
106,W.50,"Nazi Conspiracy and Aggression (U.S. GPO, 1946) — documentary evidence of the Holocaust",U.S. Government Publishing Office / Library of Congress,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office / Library of Congress'.,,,,2026-08-02T20:33:42.103398Z
105,W.50,"Liberation of Nazi concentration camps, 1945",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=liberation+concentration+camps+1945 did not contain expected title terms ['camps', 'nazi', '1945', 'liberation', 'concentration'].",,,,2026-08-02T20:33:42.105052Z
107,W.51,The Atlantic Charter (1941),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (8108 bytes, html).",https://avalon.law.yale.edu/wwii/atlantic.asp,/home/user/workspace/primary_source_pipeline/assets/W.51/W.51_the_atlantic_charter_1941.html,b6675b6da7fe9763d277e94cd77cfb3bd1d3c0d013f1fb4790543950f2ec6da8,2026-08-02T20:33:42.242420Z
109,W.51,Tehran and Potsdam conference records,"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",,,,2026-08-02T20:33:42.243941Z
108,W.51,Protocol of the Yalta (Crimea) Conference (1945),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (27046 bytes, html).",https://avalon.law.yale.edu/wwii/yalta.asp,/home/user/workspace/primary_source_pipeline/assets/W.51/W.51_protocol_of_the_yalta_crimea_conference_1945.html,aebb933c8424d9782712fed7fb8b9401a44a99736d41a3abd92686493fa48558,2026-08-02T20:33:42.256908Z
111,W.52,Trinity test and the Manhattan Project,U.S. Department of Energy,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of Energy'.,,,,2026-08-02T20:33:42.258379Z
110,W.52,"Atomic bombing of Hiroshima and Nagasaki, 1945",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Hiroshima+Nagasaki+atomic+bomb+1945 did not contain expected title terms ['nagasaki', 'hiroshima', 'bombing', 'atomic', '1945'].",,,,2026-08-02T20:33:42.313894Z
87,W.41,"German hyperinflation, 1923",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'German hyperinflation, 1923': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:46.281669Z
93,W.44,"Italian invasion of Ethiopia, 1935-36",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Italian invasion of Ethiopia, 1935-36': HTTP Error 429: Too Many Requests",,,,2026-08-02T20:33:46.381037Z
113,W.53,Founding of the United Nations / UN Charter (1945),"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",,,,2026-08-02T20:33:46.395301Z
116,W.55,"UN Partition Plan for Palestine (Resolution 181), 1947","U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",,,,2026-08-02T20:33:46.396962Z
112,W.53,"The Nuremberg Trials, 1945-46",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Nuremberg+Trials+1945+1946+defendants did not contain expected title terms ['trials', 'nuremberg', '1945'].",,,,2026-08-02T20:33:46.481911Z
118,W.56,"George F. Kennan, ""Long Telegram"" (1946)","U.S. National Archives / Office of the Historian, U.S. Department of State",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. National Archives / Office of the Historian, U.S. Department of State'.",,,,2026-08-02T20:33:46.483722Z
115,W.54,Marshall Plan / European Recovery Program poster,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Marshall Plan / European Recovery Program poster': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:51.104776Z
114,W.54,"The Marshall Plan (Harvard commencement address, 1947)","Avalon Project, Yale Law School",BROKEN_LINK,Avalon page returned HTTP 404 for https://avalon.law.yale.edu/20th_century/marshall.asp.,,,,2026-08-02T20:33:51.106194Z
117,W.55,Map of the 1947 UN partition of Palestine,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of the 1947 UN partition of Palestine': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:51.110345Z
119,W.56,U.S. government (CIA) map of Cold War Europe and the Soviet bloc,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'U.S. government (CIA) map of Cold War Europe and the Soviet bloc': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:51.198260Z
121,W.57,"United States Relations with China, With Special Reference to the Period 1944-1949 (the ""China White Paper"")","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:51.210111Z
123,W.58,NSC-68: United States Objectives and Programs for National Security (1950),"Office of the Historian, U.S. Department of State / U.S. National Archives",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State / U.S. National Archives'.",,,,2026-08-02T20:33:51.213589Z
120,W.57,"U.S. government (CIA) map of the Communist advance in China, 1949-1950",Library of Congress / U.S. National Archives,ACCESS_BLOCKED,No resolver implemented for repository 'Library of Congress / U.S. National Archives'.,,,,2026-08-02T20:33:51.218874Z
126,W.60,"The Berlin Airlift, 1948-49",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Berlin+Airlift+1948+1949 did not contain expected title terms ['berlin', '1948', 'airlift'].",,,,2026-08-02T20:33:51.288254Z
125,W.59,The Warsaw Security Pact (1955),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (14467 bytes, html).",https://avalon.law.yale.edu/20th_century/warsaw.asp,/home/user/workspace/primary_source_pipeline/assets/W.59/W.59_the_warsaw_security_pact_1955.html,02fd3a3e8495c8975f2e737dfb09a1e6f44c271216fe2d4f6b0241a50d03b0be,2026-08-02T20:33:51.340066Z
128,W.61,U.S. nuclear weapons test photographs,U.S. Department of Energy,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of Energy'.,,,,2026-08-02T20:33:51.341816Z
