row_id,standard,title,repository,status,error,source_page_url,timestamp
89,W.42,"U.S. Office of War Information anti-Axis propaganda poster (Hitler, Mussolini, Tojo)",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Office+of+War+Information+poster+Hitler+Mussolini+Tojo did not contain expected title terms ['axis', 'information', 'propaganda', 'anti', 'office', 'mussolini', 'hitler', 'tojo', 'poster'].",https://catalog.archives.gov/search?q=Office+of+War+Information+poster+Hitler+Mussolini+Tojo,2026-08-02T20:33:41.669597Z
92,W.43,"U.S. government map of Japanese expansion and resource areas in the Pacific, 1941-1942",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=map+Japanese+expansion+Pacific+resources+1942 did not contain expected title terms ['1941', 'expansion', 'pacific', 'resource', 'areas', 'government', 'japanese', '1942'].",https://catalog.archives.gov/search?q=map+Japanese+expansion+Pacific+resources+1942,2026-08-02T20:33:41.672196Z
94,W.44,"Foreign Relations of the United States, Japan: 1931-1941 (Japanese aggression in China)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Japan+1931-1941+China+aggression,2026-08-02T20:33:41.673744Z
91,W.43,"Map of Axis expansion / ""living space"" in Europe",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Axis+expansion+map+Europe+World+War+II did not contain expected title terms ['living', 'expansion', 'europe', 'space', 'axis'].",https://catalog.archives.gov/search?q=Axis+expansion+map+Europe+World+War+II,2026-08-02T20:33:41.731662Z
96,W.45,The U.S. Neutrality Acts of 1935-1939 (statute text),U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,https://www.govinfo.gov/app/search/%7B%22query%22%3A%22Neutrality%20Act%201935%201937%201939%22%7D,2026-08-02T20:33:41.733193Z
97,W.46,World War II aircraft and strategic bombing,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=World+War+II+strategic+bombing+aircraft did not contain expected title terms ['strategic', 'bombing', 'world', 'aircraft'].",https://catalog.archives.gov/search?q=World+War+II+strategic+bombing+aircraft,2026-08-02T20:33:41.830312Z
98,W.46,Pacific island-hopping campaign map,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Pacific+island+hopping+campaign+map+World+War+II did not contain expected title terms ['island', 'campaign', 'pacific', 'hopping'].",https://catalog.archives.gov/search?q=Pacific+island+hopping+campaign+map+World+War+II,2026-08-02T20:33:41.887378Z
100,W.47,Battle maps of the European and Pacific theaters,U.S. Army Center of Military History,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Army Center of Military History'.,https://history.army.mil/html/reference/army_flag/wwii.html,2026-08-02T20:33:41.888965Z
99,W.47,"D-Day landings at Normandy, 6 June 1944",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=D-Day+Normandy+landing+1944 did not contain expected title terms ['normandy', '1944', 'june', 'landings'].",https://catalog.archives.gov/search?q=D-Day+Normandy+landing+1944,2026-08-02T20:33:41.937007Z
101,W.48,"The ""Big Three"" at the Yalta Conference, 1945",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Yalta+Conference+Big+Three+1945+Churchill+Roosevelt+Stalin did not contain expected title terms ['1945', 'yalta', 'three', 'conference'].",https://catalog.archives.gov/search?q=Yalta+Conference+Big+Three+1945+Churchill+Roosevelt+Stalin,2026-08-02T20:33:42.013748Z
103,W.49,"Foreign Relations of the United States, 1938 — the Evian Conference and Jewish refugees","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Evian+Conference+1938+refugees,2026-08-02T20:33:42.015369Z
102,W.48,U.S. Army Signal Corps photographs of Allied wartime leaders,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Signal+Corps+Roosevelt+Churchill+Truman+Stalin+conference did not contain expected title terms ['leaders', 'army', 'photographs', 'corps', 'allied', 'wartime', 'signal'].",https://catalog.archives.gov/search?q=Signal+Corps+Roosevelt+Churchill+Truman+Stalin+conference,2026-08-02T20:33:42.041556Z
104,W.49,The Nuremberg Laws (1935),U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Nuremberg+Laws+1935+racial+chart did not contain expected title terms ['nuremberg', 'laws', '1935'].",https://catalog.archives.gov/search?q=Nuremberg+Laws+1935+racial+chart,2026-08-02T20:33:42.101429Z
106,W.50,"Nazi Conspiracy and Aggression (U.S. GPO, 1946) — documentary evidence of the Holocaust",U.S. Government Publishing Office / Library of Congress,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office / Library of Congress'.,https://www.loc.gov/search/?q=Nazi+Conspiracy+and+Aggression+1946,2026-08-02T20:33:42.103402Z
105,W.50,"Liberation of Nazi concentration camps, 1945",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=liberation+concentration+camps+1945 did not contain expected title terms ['camps', 'nazi', '1945', 'liberation', 'concentration'].",https://catalog.archives.gov/search?q=liberation+concentration+camps+1945,2026-08-02T20:33:42.105056Z
109,W.51,Tehran and Potsdam conference records,"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",https://history.state.gov/search?q=Tehran+Potsdam+conference,2026-08-02T20:33:42.243945Z
111,W.52,Trinity test and the Manhattan Project,U.S. Department of Energy,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of Energy'.,https://www.energy.gov/search?query=Manhattan+Project+Trinity+test,2026-08-02T20:33:42.258383Z
110,W.52,"Atomic bombing of Hiroshima and Nagasaki, 1945",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Hiroshima+Nagasaki+atomic+bomb+1945 did not contain expected title terms ['nagasaki', 'hiroshima', 'bombing', 'atomic', '1945'].",https://catalog.archives.gov/search?q=Hiroshima+Nagasaki+atomic+bomb+1945,2026-08-02T20:33:42.313901Z
87,W.41,"German hyperinflation, 1923",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'German hyperinflation, 1923': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=German+hyperinflation+1923+money,2026-08-02T20:33:46.281678Z
93,W.44,"Italian invasion of Ethiopia, 1935-36",Library of Congress,ACCESS_BLOCKED,"LOC search request failed for query 'Italian invasion of Ethiopia, 1935-36': HTTP Error 429: Too Many Requests",https://www.loc.gov/search/?q=Italy+invasion+Ethiopia+1935+Abyssinia,2026-08-02T20:33:46.381045Z
113,W.53,Founding of the United Nations / UN Charter (1945),"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",https://history.state.gov/search?q=United+Nations+founding+1945+San+Francisco,2026-08-02T20:33:46.395313Z
116,W.55,"UN Partition Plan for Palestine (Resolution 181), 1947","U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",https://history.state.gov/search?q=Israel+creation+1948+partition+Palestine,2026-08-02T20:33:46.396967Z
112,W.53,"The Nuremberg Trials, 1945-46",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Nuremberg+Trials+1945+1946+defendants did not contain expected title terms ['trials', 'nuremberg', '1945'].",https://catalog.archives.gov/search?q=Nuremberg+Trials+1945+1946+defendants,2026-08-02T20:33:46.481918Z
118,W.56,"George F. Kennan, ""Long Telegram"" (1946)","U.S. National Archives / Office of the Historian, U.S. Department of State",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. National Archives / Office of the Historian, U.S. Department of State'.",https://history.state.gov/historicaldocuments/search?q=Kennan+long+telegram+1946,2026-08-02T20:33:46.483726Z
115,W.54,Marshall Plan / European Recovery Program poster,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Marshall Plan / European Recovery Program poster': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Marshall+Plan+European+Recovery+Program+poster,2026-08-02T20:33:51.104794Z
114,W.54,"The Marshall Plan (Harvard commencement address, 1947)","Avalon Project, Yale Law School",BROKEN_LINK,Avalon page returned HTTP 404 for https://avalon.law.yale.edu/20th_century/marshall.asp.,https://avalon.law.yale.edu/20th_century/marshall.asp,2026-08-02T20:33:51.106199Z
117,W.55,Map of the 1947 UN partition of Palestine,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of the 1947 UN partition of Palestine': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=Palestine+partition+map+1947+Israel,2026-08-02T20:33:51.110350Z
119,W.56,U.S. government (CIA) map of Cold War Europe and the Soviet bloc,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'U.S. government (CIA) map of Cold War Europe and the Soviet bloc': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=CIA+map+Europe+Soviet+bloc+iron+curtain,2026-08-02T20:33:51.198266Z
121,W.57,"United States Relations with China, With Special Reference to the Period 1944-1949 (the ""China White Paper"")","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=China+White+Paper+1949,2026-08-02T20:33:51.210116Z
123,W.58,NSC-68: United States Objectives and Programs for National Security (1950),"Office of the Historian, U.S. Department of State / U.S. National Archives",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State / U.S. National Archives'.",https://history.state.gov/historicaldocuments/frus1950v01,2026-08-02T20:33:51.213594Z
120,W.57,"U.S. government (CIA) map of the Communist advance in China, 1949-1950",Library of Congress / U.S. National Archives,ACCESS_BLOCKED,No resolver implemented for repository 'Library of Congress / U.S. National Archives'.,https://www.loc.gov/search/?q=CIA+map+communist+China+1949+1950,2026-08-02T20:33:51.218878Z
126,W.60,"The Berlin Airlift, 1948-49",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Berlin+Airlift+1948+1949 did not contain expected title terms ['berlin', '1948', 'airlift'].",https://catalog.archives.gov/search?q=Berlin+Airlift+1948+1949,2026-08-02T20:33:51.288261Z
128,W.61,U.S. nuclear weapons test photographs,U.S. Department of Energy,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of Energy'.,https://www.energy.gov/search?query=nuclear+weapons+test,2026-08-02T20:33:51.341825Z
130,W.62,"Foreign Relations of the United States, 1955-1957, Eastern Europe (Hungarian Revolution)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Hungary+1956+revolution,2026-08-02T20:33:51.346550Z
131,W.62,"Foreign Relations of the United States, 1964-1968, Volume XVII, Eastern Europe (Czechoslovak crisis documents)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Czechoslovakia+1968,2026-08-02T20:33:51.348894Z
127,W.60,"Construction of the Berlin Wall, 1961",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Berlin+Wall+construction+1961 did not contain expected title terms ['construction', 'berlin', 'wall', '1961'].",https://catalog.archives.gov/search?q=Berlin+Wall+construction+1961,2026-08-02T20:33:51.378798Z
134,W.64,"Public Papers of the Presidents: George H. W. Bush, 1989 — statements on the fall of the Berlin Wall",U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,https://www.govinfo.gov/app/search/%7B%22query%22%3A%22Bush%201989%20Berlin%20Wall%20Eastern%20Europe%22%7D,2026-08-02T20:33:51.380377Z
132,W.63,"The Korean War, 1950-53",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Korean+War+1950+1953 did not contain expected title terms ['korean', '1950'].",https://catalog.archives.gov/search?q=Korean+War+1950+1953,2026-08-02T20:33:51.404165Z
136,W.65,"Public Papers of the Presidents: George H. W. Bush, 1991 — statements on the dissolution of the Soviet Union",U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,https://www.govinfo.gov/app/search/%7B%22query%22%3A%22Bush%201991%20Soviet%20Union%20dissolution%22%7D,2026-08-02T20:33:51.405839Z
129,W.61,"Cuban Missile Crisis reconnaissance photographs, 1962",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Cuban+Missile+Crisis+reconnaissance+1962 did not contain expected title terms ['missile', '1962', 'photographs', 'reconnaissance', 'cuban', 'crisis'].",https://catalog.archives.gov/search?q=Cuban+Missile+Crisis+reconnaissance+1962,2026-08-02T20:33:51.419893Z
133,W.63,The Vietnam War,U.S. National Archives (NARA),BROKEN_LINK,NARA page at https://catalog.archives.gov/search?q=Vietnam+War+combat did not contain expected title terms ['vietnam'].,https://catalog.archives.gov/search?q=Vietnam+War+combat,2026-08-02T20:33:51.458308Z
135,W.64,Reagan-Gorbachev summits,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Reagan+Gorbachev+summit did not contain expected title terms ['summits', 'reagan', 'gorbachev'].",https://catalog.archives.gov/search?q=Reagan+Gorbachev+summit,2026-08-02T20:33:51.469664Z
137,W.65,Map of the former Soviet republics,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of the former Soviet republics': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=former+Soviet+republics+map+1991,2026-08-02T20:33:56.127523Z
139,W.66,Emigrants / refugees departing by ship,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,https://digitalcollections.nypl.org/search/index?keywords=emigrants+ship+departure+Europe,2026-08-02T20:33:56.138744Z
140,W.67,"U.S. newspaper front-page coverage of the Partition of India and Pakistan, August 1947","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",ACCESS_BLOCKED,"No resolver implemented for repository 'Chronicling America, Library of Congress (loc.gov/chroniclingamerica)'.",https://www.loc.gov/collections/chronicling-america/?q=India+Pakistan+partition+1947,2026-08-02T20:33:56.140242Z
143,W.68,"U.S. newspaper coverage of Indian independence and Nehru's new government, August 1947","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",ACCESS_BLOCKED,"No resolver implemented for repository 'Chronicling America, Library of Congress (loc.gov/chroniclingamerica)'.",https://www.loc.gov/collections/chronicling-america/?q=India+independence+Nehru+1947,2026-08-02T20:33:56.141713Z
144,W.69,"Foreign Relations of the United States, 1958-1960, Volume XIV, Africa","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Africa+independence+1958-1960,2026-08-02T20:33:56.144347Z
145,W.69,"Foreign Relations of the United States, 1955-1957, Suez Crisis volumes (Nasser and the Suez Canal)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Suez+crisis+1956+Nasser,2026-08-02T20:33:56.145828Z
146,W.70,CIA map: South Africa — Black Homelands (Bantustans),"Library of Congress / U.S. National Archives (loc.gov, archives.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Library of Congress / U.S. National Archives (loc.gov, archives.gov)'.",https://www.loc.gov/search/?q=CIA+map+South+Africa+homelands+bantustan,2026-08-02T20:33:56.147390Z
147,W.70,Comprehensive Anti-Apartheid Act of 1986 (Public Law 99-440),U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,https://www.govinfo.gov/app/search/%7B%22query%22%3A%22Comprehensive%20Anti-Apartheid%20Act%201986%22%7D,2026-08-02T20:33:56.149081Z
148,W.71,"Foreign Relations of the United States, 1961-1963, Volume XX, Congo Crisis","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/frus1961-63v20,2026-08-02T20:33:56.150943Z
142,W.68,"U.S. newspaper coverage of Gandhi's Salt March and civil disobedience campaign, 1930","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",ACCESS_BLOCKED,"No resolver implemented for repository 'Chronicling America, Library of Congress (loc.gov/chroniclingamerica)'.",https://www.loc.gov/collections/chronicling-america/?q=Gandhi+salt+march+1930,2026-08-02T20:33:56.173601Z
150,W.72,"U.S. newspaper front-page coverage of the Cuban Revolution and Castro's takeover, January 1959","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",ACCESS_BLOCKED,"No resolver implemented for repository 'Chronicling America, Library of Congress (loc.gov/chroniclingamerica)'.",https://www.loc.gov/collections/chronicling-america/?q=Castro+Cuba+revolution+1959,2026-08-02T20:33:56.175023Z
151,W.72,U.S. Cold War intervention in Latin America (Nicaragua/Contras),U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Nicaragua+Contras+Cold+War+Latin+America did not contain expected title terms ['intervention', 'latin', 'america', 'contras', 'nicaragua', 'cold'].",https://catalog.archives.gov/search?q=Nicaragua+Contras+Cold+War+Latin+America,2026-08-02T20:33:56.252812Z
152,W.73,"The Dayton Peace Accords, 1995 (General Framework Agreement for Peace in Bosnia and Herzegovina)",U.S. Department of State (state.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of State (state.gov)'.,https://www.state.gov/search/?q=Dayton+Accords+Bosnia+1995,2026-08-02T20:33:56.254417Z
138,W.66,Immigrants arriving at Ellis Island,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Immigrants arriving at Ellis Island': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=immigrants+Ellis+Island+arriving,2026-08-02T20:34:00.839485Z
154,W.74,CIA research report: Kampuchea — A Demographic Catastrophe,"CIA FOIA Electronic Reading Room / U.S. National Archives (cia.gov, archives.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'CIA FOIA Electronic Reading Room / U.S. National Archives (cia.gov, archives.gov)'.",https://www.cia.gov/readingroom/search/site/Kampuchea%20demographic%20catastrophe,2026-08-02T20:34:00.845585Z
149,W.71,Map of independent post-colonial Africa,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of independent post-colonial Africa': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=independent+Africa+political+map+decolonization,2026-08-02T20:34:00.851437Z
156,W.75,"Treaty on the Final Settlement with Respect to Germany (Two Plus Four Treaty), 1990",U.S. Department of State / Office of the Historian,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of State / Office of the Historian'.,https://history.state.gov/historicaldocuments/search?q=Final+Settlement+Germany+1990+Two+Plus+Four,2026-08-02T20:34:00.855913Z
155,W.74,Declassified U.S. State Department records on the 1994 Rwandan genocide,U.S. National Archives (archives.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. National Archives (archives.gov)'.,https://catalog.archives.gov/search?q=Rwanda%20genocide%201994%20State%20Department,2026-08-02T20:34:00.869407Z
141,W.67,U.S. government (CIA) map of the 1947 partition of British India,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'U.S. government (CIA) map of the 1947 partition of British India': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=CIA+map+India+Pakistan+partition+1947,2026-08-02T20:34:00.871129Z
153,W.73,Map of the former Yugoslavia's successor states,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of the former Yugoslavia's successor states': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=former+Yugoslavia+successor+states+map,2026-08-02T20:34:00.974527Z
159,W.76,"The Oslo Accords, 1993",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Oslo+Accords+1993+Rabin+Arafat+handshake did not contain expected title terms ['1993', 'accords', 'oslo'].",https://catalog.archives.gov/search?q=Oslo+Accords+1993+Rabin+Arafat+handshake,2026-08-02T20:34:00.976673Z
158,W.76,"The Camp David Accords, 1978",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Camp+David+Accords+1978+Sadat+Begin+Carter did not contain expected title terms ['1978', 'accords', 'camp', 'david'].",https://catalog.archives.gov/search?q=Camp+David+Accords+1978+Sadat+Begin+Carter,2026-08-02T20:34:00.992562Z
157,W.75,Map of divided and reunified Germany,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of divided and reunified Germany': HTTP Error 429: Too Many Requests,https://www.loc.gov/search/?q=divided+Germany+East+West+map,2026-08-02T20:34:05.595277Z
160,W.77,International population data and population pyramids,U.S. Census Bureau,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau'.,https://www.census.gov/search-results.html?q=international+population+pyramid,2026-08-02T20:34:05.608223Z
162,W.78,U.S. Census Bureau International Data Base: China population pyramids and demographic data,"U.S. Census Bureau, International Programs (census.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Census Bureau, International Programs (census.gov)'.",https://www.census.gov/data-tools/demo/idb/#/country?COUNTRY_YEAR=2020&COUNTRY_YR_ANIM=2020&menu=popViz&FIPS_SINGLE=CH,2026-08-02T20:34:05.609561Z
161,W.77,Historical world/national population statistics,U.S. Census Bureau,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau'.,https://www.census.gov/search-results.html?q=world+population+historical+estimates,2026-08-02T20:34:05.611306Z
166,W.80,GPS / NAVSTAR satellite,NASA Image and Video Library,ACCESS_BLOCKED,No resolver implemented for repository 'NASA Image and Video Library'.,https://images.nasa.gov/search?q=GPS+NAVSTAR+satellite,2026-08-02T20:34:05.612745Z
167,W.80,Satellite imagery and GIS mapping,U.S. Geological Survey,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Geological Survey'.,https://www.usgs.gov/search?keys=satellite+imagery+Landsat+GIS,2026-08-02T20:34:05.614448Z
168,W.81,Trafficking in Persons Report,"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",https://history.state.gov/search?q=trafficking+in+persons,2026-08-02T20:34:05.616026Z
165,W.79,"U.S. Public Health Service records and photographs of the polio vaccine, 1950s",U.S. National Archives (NARA) / CDC Public Health Image Library,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. National Archives (NARA) / CDC Public Health Image Library'.,https://catalog.archives.gov/search?q=polio+vaccine+Public+Health+Service+1955,2026-08-02T20:34:05.619465Z
163,W.78,World population growth and decline data,U.S. Census Bureau,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau'.,https://www.census.gov/search-results.html?q=population+growth+decline+projections+country,2026-08-02T20:34:05.627313Z
171,W.82,DARPA and NSF records and diagrams of the ARPANET and early Internet,U.S. National Archives (NARA) / National Science Foundation,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. National Archives (NARA) / National Science Foundation'.,https://catalog.archives.gov/search?q=ARPANET+DARPA+network+diagram,2026-08-02T20:34:05.628620Z
164,W.79,"Apollo Moon landing, 1969",NASA Image and Video Library,ACCESS_BLOCKED,No resolver implemented for repository 'NASA Image and Video Library'.,https://images.nasa.gov/search?q=Apollo+11+Moon+landing+1969,2026-08-02T20:34:05.644909Z
173,W.83,GATT / World Trade Organization founding documents,"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",https://history.state.gov/search?q=GATT+World+Trade+Organization+trade+agreement,2026-08-02T20:34:05.646447Z
174,W.84,"Founding of the United Nations and the UN Charter, 1945","U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",https://history.state.gov/search?q=United+Nations+Charter+1945+founding,2026-08-02T20:34:05.647723Z
175,W.84,U.S. government records on European integration and the European Union (FRUS and CIA reports),"Office of the Historian, U.S. Department of State / CIA FOIA Reading Room",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State / CIA FOIA Reading Room'.",https://history.state.gov/historicaldocuments/search?q=European+integration+European+Community,2026-08-02T20:34:05.648960Z
176,W.85,U.S. government data and reports on South and East Asian economic growth,U.S. Census Bureau (census.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau (census.gov)'.,https://www.census.gov/foreign-trade/balance/index.html,2026-08-02T20:34:05.650318Z
177,W.85,Asian economic growth data,U.S. Census Bureau,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau'.,https://www.census.gov/search-results.html?q=Asia+trade+economic+growth+data,2026-08-02T20:34:05.651578Z
178,W.86,U.S. Energy Information Administration data and maps of Persian Gulf oil production and reserves,U.S. Energy Information Administration (eia.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Energy Information Administration (eia.gov)'.,https://www.eia.gov/international/analysis/special-topics/Persian_Gulf,2026-08-02T20:34:05.652833Z
179,W.86,OPEC and the 1973 oil embargo,"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",https://history.state.gov/search?q=OPEC+oil+embargo+1973,2026-08-02T20:34:05.654183Z
180,W.87,Renewable energy (wind and solar),U.S. Department of Energy,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of Energy'.,https://www.energy.gov/search?query=renewable+energy+wind+solar,2026-08-02T20:34:05.655560Z
181,W.87,Fossil-fuel energy infrastructure,U.S. Department of Energy,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of Energy'.,https://www.energy.gov/search?query=fossil+fuel+coal+oil+power+plant,2026-08-02T20:34:05.656883Z
170,W.82,U.S. Maritime Administration photographs of container shipping and ports,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Maritime+Administration+container+ship+port did not contain expected title terms ['ports', 'container', 'maritime', 'shipping', 'photographs', 'administration'].",https://catalog.archives.gov/search?q=Maritime+Administration+container+ship+port,2026-08-02T20:34:05.710717Z
183,W.88,"Foreign Relations of the United States, 1977-1980, Iran (Revolution) volume","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",https://history.state.gov/historicaldocuments/search?q=Iran+revolution+1977-1980,2026-08-02T20:34:05.712284Z
172,W.83,"Signing of NAFTA, 1993",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=NAFTA+signing+1993 did not contain expected title terms ['nafta', 'signing', '1993'].",https://catalog.archives.gov/search?q=NAFTA+signing+1993,2026-08-02T20:34:05.719268Z
